year,month,day,hour,min,area,property,death,death_fireman,injury,injury_fireman,missing,detail,where,longtitude,latitude,reason,province,type,reason2,GDP,rank_G,killed_injured,id
2011,2,14,12,10,164.68,42.3,3,,,,,小孩玩火,福建省莆田市荔城区黄石镇登瀛村梧埕口567号民房,119.092325,25.387167,小孩玩火,福建,住宅,小孩玩火,17560.18,12,3,00232
2011,2,15,3,,625,19.9,5,,,,,不能排除电气、生活用火不慎引发火灾,湖南省益阳市安化县龙塘乡百溪村一居民住宅,111.394425,28.479122,原因不明,湖南,住宅,原因不明,19669.56,9,5,00233
2011,2,18,0,48,43,3,4,,,,,不能排除电气线路故障及生活用火不慎,河南省郑州市巩义市涉村镇西大街双健皮鞋店,113.111774,34.618485,原因不明,河南,住宅,原因不明,26931.03,5,4,00234
2011,2,22,23,20,116,64.9,3,,,,,电视机故障,福建省莆田市涵江区涵西街道贸城街175弄4号顺兴渔具店,119.102517,25.458533,电气（电器）,福建,住宅,电气（电器）,17560.18,12,3,00235
2011,2,25,6,56,39.9,9,4,,1,,,使用电热器具与可燃物接触距离太近引发火灾,贵州省遵义市绥阳县洋川镇民丰村四组一居民住宅,107.210856,27.974823,电气（电线）,贵州,住宅,电气（电线）,5701.84,26,5,00236
2011,3,2,22,38,86,6.5,5,,,,,电气线路故障,四川省凉山州冕宁县大桥镇碾子村一组54号一村民住宅,102.191812,28.736297,电气（电线）,四川,住宅,电气（电线）,21026.68,8,5,00237
2011,3,2,23,16,36,16.4,3,,,,,电气线路故障,四川省成都市新都区斑竹园镇旃檀村一社一民房,104.097995,30.809483,电气（电线）,四川,住宅,电气（电线）,21026.68,8,3,00238
2011,3,4,22,50,242,6.5,4,,,,,电气线路故障,贵州省遵义市绥阳县青杠塘镇坪坝村苟坝五组一居民住宅,107.203542,28.146365,电气（电线）,贵州,住宅,电气（电线）,5701.84,26,4,00239
2011,3,8,4,27,260,11.5,3,,,,,电气线路故障,浙江省台州市路桥区新桥镇田际村2区51号一居民住宅,121.415824,28.532643,电气（电线）,浙江,住宅,电气（电线）,32318.85,4,3,00240
2011,3,22,12,12,,0.171,3,,,,,电线短路,广东省揭阳市惠来县周田镇周山居委后街东三横巷12号一居民住宅,116.46643,23.021749,电气（电线）,广东,住宅,电气（电线）,53210.28,1,3,00241
2011,3,24,1,20,50,4.6,5,,1,,,“热得快”插头与插座接触不良引燃导线等可燃物引发火灾,湖北省武汉市洪山区珞南街街道口南村65号1栋三层出租屋,114.353571,30.532491,电气（电线）,湖北,住宅,电气（电线）,19632.26,10,6,00242
2011,3,26,6,30,150,0.8,3,,,,,电气线路故障,四川省雅安市汉源县九襄镇老街一民房,102.680287,29.494261,电气（电线）,四川,住宅,电气（电线）,21026.68,8,3,00243
2011,3,27,20,59,40,0.6,3,,,,,人为纵火,浙江省嘉兴海宁市尖山新区黄湾村里花门17号一居民住宅,120.808394,30.362369,人为,浙江,住宅,人为（纵火）,32318.85,4,3,00244
2011,3,28,2,50,36,6,4,,,,,电器故障,广西壮族自治区钦州市浦北县泉水镇共青路一民宅,109.46423,21.937456,电气（电器）,广西,住宅,电气（电器）,11720.87,18,4,00245
2011,3,29,2,55,150,70,4,,,,,遗留火种,广东省广州市海珠区兴隆新街5号一居民住宅,113.299045,23.092572,遗留火种,广东,住宅,遗留火种,53210.28,1,4,00246
2011,4,2,1,56,416,46.9,5,,,,,人为纵火,湖北省仙桃市彭场镇禾丰村三组一居民楼,113.527898,30.254752,人为,湖北,住宅,人为（纵火）,19632.26,10,5,00247
2011,4,9,14,50,,4683.7,1,,15,,,电气线路连接处接触不良,青海省西宁市城西区西关大街46号夏都百货股份有限公司纺织品大楼,101.764919,36.634111,电气（电线）,青海,住宅,电气（电线）,1670.44,30,16,00248
2011,4,11,23,25,,8.8,7,,3,,,违章操作,浙江省温州苍南县龙港镇纺织二街230号民房,120.54338,27.57981,违章操作,浙江,住宅,违章操作,32318.85,4,10,00249
2011,4,13,0,45,45,0.3,3,,,,,起火原因不明,山东省滨州市滨城区黄河6路渤海6路南姜家小区住宅楼,118.034327,37.391952,原因不明,山东,住宅,原因不明,45361.85,3,3,00251
2011,4,13,10,45,,300,4,,3,,,人为纵火,浙江省杭州市拱墅区花园岗街111号金通汽配城三期工地,120.131173,30.331154,人为,浙江,住宅,人为（纵火）,32318.85,4,7,00250
2011,4,14,0,40,122,9.4,3,,1,,,学生使用蜡烛不慎倒地引燃宿舍衣物、书籍,西藏自治区类乌齐县岗色乡中心小学学生宿舍,96.180094,31.560236,用火不慎,西藏,住宅,用火不慎,605.83,31,4,00252
2011,4,24,0,22,1200,5,3,,,,,吸烟,河北省承德市隆化县茅荆坝中铁第十四局二公司职工宿舍,117.56993,41.517995,吸烟,河北,住宅,吸烟,24515.76,6,3,00253
2011,4,25,1,13,300,286.2,18,,24,,,电动三轮车蓄电池电源线短路并引燃周围可燃物所致,北京大兴区旧宫镇南小街振兴北路一出租房,116.404275,39.792505,电气（电器）,北京,住宅,电气（电动车）,16251.93,13,42,00754
2011,5,1,3,24,,,10,,26,,,人为放火,吉林省通化市如家快捷酒店,125.956067,41.736237,人为,吉林,公共,人为（纵火）,10568.83,22,36,00755
2011,5,3,3,45,40.5,0.9,3,,,,,人为纵火,吉林省长春市双阳区南岗委2组一居民家,125.712822,43.531747,人为,吉林,住宅,人为（纵火）,10568.83,22,3,00254
2011,5,3,15,31,2000,1031,,,,,,外来火种,甘肃省兰州市榆中县来紫堡乡一露天堆场,104.014609,36.051134,外来火种,甘肃,住宅,外来火种,5020.37,27,0,00255
2011,5,13,0,40,180,0.2,3,,,,,人为纵火,浙江省金华义乌市义亭镇雅文楼村247号一民房,119.95371,29.22355,人为,浙江,住宅,人为（纵火）,32318.85,4,3,00256
2011,5,13,5,53,15,0.6209,3,,,,,开水炉内的柴火掉落在地面引燃周围可燃物,江苏省南京市栖霞区太新路薛家村48号一摩托车修理铺,118.830774,32.14411,用火不慎,江苏,住宅,用火不慎,49110.27,2,3,00257
2011,5,15,2,2,230,71,4,,1,,,遗留火种,安徽省阜阳市临泉县姜寨镇十字路口北120米处一利用自建房经营的杂货店,115.039223,32.97193,遗留火种,安徽,住宅,遗留火种,15300.65,14,5,00258
2011,5,16,4,30,43,0.3,4,,,,,电气故障,福建省漳州市诏安县红星乡庙兜村一村民住宅,117.10597,23.880677,电气（电器）,福建,住宅,电气（电器）,17560.18,12,4,00259
2011,5,19,1,45,40,5.4,3,,,,,生活用火后未及时熄灭，余火复燃引燃周围可燃物,四川省凉山州昭觉县竹核乡热口村尔苦社136号一村民住宅,102.877692,28.125556,遗留火种,四川,住宅,遗留火种,21026.68,8,3,00260
2011,5,20,1,52,1200,3,3,,,,,电线与铁线槽搭铁产生电火花引燃周围可燃物,浙江省金华市浦江县仙华街道星碧大道58号万祥工艺品有限公司,119.946405,29.459422,电气（电线）,浙江,住宅,电气（电线）,32318.85,4,3,00262
2011,5,29,3,,90,0.3,7,,,,,不排除燃烧的盘式蚊香引燃下方纸板、衣物等可燃物，不排除因吸烟在起火点处遗留火种,河南省新乡市高新技术开发区张庄村一出租屋,113.914391,35.299421,原因不明,河南,住宅,原因不明,26931.03,5,7,00261
2011,6,6,4,44,1.5,0.1,3,,,,,蚊香阴燃,河南省信阳市浉河区五星乡红星村九组灿烂夕阳养老护理院,114.057386,32.134451,用火不慎,河南,住宅,用火不慎（蚊香）,26931.03,5,3,00263
2011,6,11,5,3,440,23.4,3,,3,,,使用蜡烛不慎,江西省新余市仙女湖区江口电厂内仙女湖养老院,114.803828,27.735254,用火不慎,江西,住宅,用火不慎,11702.82,19,6,00264
2011,6,24,5,11,400,26.6,4,,,,,电器故障,广西壮族自治区桂林市中山北路五交机电城4、7号居民楼,110.31164,25.324783,电气（电器）,广西,住宅,电气（电器）,11720.87,18,4,00265
2011,7,3,5,23,238.79,106.2,5,,,,,不能排除遗留火种引发火灾,湖南省株洲市芦淞区淞花江酒楼烧烤房,113.166732,27.830876,遗留火种,湖南,住宅,遗留火种,19669.56,9,5,00266
2011,7,12,9,25,3450,1179.4,15,,,,,起火点货垛上方的照明灯具电源导线短路，引燃下方聚苯乙烯泡沫片材及货垛纸箱等可燃物所致。,湖北省武汉市经济技术开发区东荆河路天长市恒瑞橡塑制品有限公司（武汉分公司）生产车间,114.160722,30.46192,电气（电线）,湖北,工厂,电气（电线）,19632.26,10,15,00756
2011,7,26,15,43,2800,156.8,4,,1,,,使用明火进行补漏作业时，产生的高温沥青（SBS防水卷材）滴落至仓库二层，引燃周围可燃物,浙江省台州市黄岩区南城街道十院线工业区宏隆塑料厂,121.277172,28.604614,作业不慎,浙江,住宅,作业不慎,32318.85,4,5,00267
2011,7,29,1,,200,18.6,4,,,,,室内铁磁体遭受空间强大雷电感应电磁场作用，产生的电弧、火花及高温引燃室内可燃物,四川省德阳市中江县柏树乡白杨街87号民房,104.924665,30.903457,其它,四川,住宅,其它,21026.68,8,4,00268
2011,8,13,2,28,209,42,3,,1,,,电源线短路,江西省上饶市婺源县段莘乡槎口村一民房,117.942959,29.467748,电气（电线）,江西,住宅,电气（电线）,11702.82,19,4,00269
2011,8,21,12,3,2.4,0.0588,3,,,,,小孩玩火,云南省昆明市官渡区矣六街道办事处广卫村130号出租房,102.791947,24.960847,小孩玩火,云南,住宅,小孩玩火,8893.12,24,3,00270
2011,8,21,21,32,,30.7,4,,1,,,电动车电源线路故障,广西壮族自治区贵港市平南县乌江街82号一栋五层民宅,110.396839,23.550585,电气（电器）,广西,住宅,电气（电动车）,11720.87,18,5,00271
2011,8,23,6,12,3250,51,15,,1,,,电线短路,广东省佛山市三水区西南街河口左田民营开发区盛丰陶瓷有限公司三水分公司办公综合楼,112.833416,23.220514,电气（电线）,广东,公共,电气（电线）,53210.28,1,16,00757
2011,8,25,7,4,36,3.5,6,,,,,助力车电池引出线短路,广东省江门市台山台城石化路14号一临街住宅,112.803878,22.25711,电气（电器）,广东,住宅,电气（电动车）,53210.28,1,6,00272
2011,8,25,14,2,2960,101.5,3,,,,,郑某违章焊接作业，引燃该公司副楼三层屋顶上违章建筑施工现场内顶棚挤塑板,黑龙江省哈尔滨市南岗区宣普街22号南通电脑市场有限公司,126.675951,45.783418,违章操作,黑龙江,住宅,违章操作,12582,16,3,00273
2011,9,1,0,40,750,61.7,3,,6,,,小汽车发动机舱内电气线路故障,广东省东莞市长安镇锦厦环村东路5号昌立包装材料有限公司厂房,113.810372,22.798149,电气（电器）,广东,住宅,电气（电动车）,53210.28,1,9,00274
2011,9,5,4,42,517,46.8,5,,,,,不能排除电气故障引发火灾,江苏省徐州市经济技术开发区腾翔轮胎翻新门市部,117.188107,34.271553,电气（电线）,江苏,住宅,电气（电线）,49110.27,2,5,00275
2011,9,7,6,15,,1.5,4,,2,,,人为纵火,吉林省长春市宽城区浙四小区D栋三层一出租屋,125.328933,43.911067,人为,吉林,住宅,人为（纵火）,10568.83,22,6,00276
2011,9,9,4,47,500,100.3,7,,5,,,电线短路引燃,浙江省台州温岭市横峰街道石刺头村鑫卓鞋业有限公司,121.336546,28.445874,电气（电线）,浙江,住宅,电气（电线）,32318.85,4,12,00277
2011,9,15,0,1,20,2.3,3,,,,,电气线路短路,安徽省阜阳市颍东商业街11幢9号金龙喷画制作中心,115.859781,32.913763,电气（电线）,安徽,住宅,电气（电线）,15300.65,14,3,00278
2011,9,25,23,37,15,0.5,3,,,,,人为纵火,浙江省金华义乌市北苑街道塘坦村一民房,120.046739,29.364003,人为,浙江,住宅,人为（纵火）,32318.85,4,3,00279
2011,10,6,4,58,,1426.8,1,,3,,,未将该电源线从线板上拔掉，导致电饭煲一直处于通电状态发生短路,云南省大理白族自治州宾川县金牛镇南苑路工业品百货批发市场,100.590273,25.829201,用火不慎,云南,住宅,用火不慎,8893.12,24,4,00280
2011,10,8,4,10,200,15,3,,,,,电气线路短路,福建省泉州石狮市灵秀镇彭田村溪西区四柱路边一钢结构简易搭盖建筑,118.616521,24.723002,电气（电线）,福建,住宅,电气（电线）,17560.18,12,3,00281
2011,11,2,0,1,1800,3888.8,,,,,,无法排除电气故障可能,上海市闵行区沪青平公路1207号祥驰货运物流代理有限公司,121.333283,31.174825,电气（电线）,上海,住宅,电气（电线）,19195.69,11,0,00282
2011,11,13,21,1,800,3146.2,,,,,,电气线路短路,北京市大兴区旧宫镇碧海公园北路8号院,116.445688,39.816274,电气（电线）,北京,住宅,电气（电线）,16251.93,13,0,00283
2011,11,15,2,37,300,1,3,,2,,,人为纵火,浙江省温州市经济开发区海城街道埭头村一简易棚,120.760715,27.83919,人为,浙江,住宅,人为（纵火）,32318.85,4,5,00284
2011,11,16,3,53,288,78,4,,,,,电气线路短路,广东省佛山市南海区里水镇岗联康和市场的拱南商店,113.121037,23.204889,电气（电线）,广东,住宅,电气（电线）,53210.28,1,4,00285
2011,11,27,4,3,442,1,3,,,,,人为纵火,广东省揭阳市榕城区仙桥街道顶六村阳崇明废品收购点,116.359617,23.518673,人为,广东,住宅,人为（纵火）,53210.28,1,3,00286
2011,12,7,2,11,28,36.5,3,,,,,商铺内正在充电的电瓶车故障,上海市普陀区桃浦镇景泰路38号一沿街商铺,121.380209,31.275653,电气（电器）,上海,住宅,电气（电动车）,19195.69,11,3,00287
2011,12,13,2,40,,1.4,4,,,,,插头插片与排插簧片之间接触不良发热，引燃插座及周围可燃物,广东省汕头市潮阳区文光街道桃园菜市场附近一居民住宅楼,116.61385,23.258168,电气（电线）,广东,住宅,电气（电线）,53210.28,1,4,00288
2011,12,13,3,8,100,0.2,3,,,,,遗留火种,广东省江门市新会区大泽镇五和农贸市场17号住宅,112.977046,22.523387,遗留火种,广东,住宅,遗留火种,53210.28,1,3,00289
2011,12,16,18,57,297,20.5,3,,2,,,电线短路,四川省绵阳市高新区绵兴东路175号一居民自建房,104.665226,31.47226,电气（电线）,四川,住宅,电气（电线）,21026.68,8,5,00290
2011,12,18,13,44,1900,163,7,,5,,,违规操作,山东省寿光市文化广场的今日有约婚纱摄影中心,118.756363,36.883374,违章操作,山东,住宅,违章操作,45361.85,3,12,00291
2011,12,20,7,18,206.9,41.1,3,,,,,生活用火不慎,贵州省黔南州瓮安县雍阳镇文峰中路文峰商务宾馆,107.483803,27.062831,用火不慎,贵州,住宅,用火不慎,5701.84,26,3,00292
2011,12,27,11,15,81.8,19.1,3,,,,,电线短路,重庆市南岸区涂山镇东海星洲小区5栋8-9号,106.605658,29.586637,电气（电线）,重庆,住宅,电气（电线）,10011.37,23,3,00293
2011,12,29,1,,90,11,4,,,,,电线短路,广东省揭阳市揭西县河婆街道建新居委新河海纪路1号一居民住宅,115.844618,23.433601,电气（电线）,广东,住宅,电气（电线）,53210.28,1,4,00294
2012,1,4,4,39,15,1,3,,,,,人为纵火,山东省枣庄市市中区红旗小学东400米处一商铺,117.564967,34.877005,人为,山东,住宅,人为（纵火）,50013.24,3,3,00295
2012,1,13,3,36,25,15.4,4,,,,,电气短路,广东省佛山顺德区容桂街道翠竹中路16号耀鸿通信店,113.262302,22.759616,电气（电线）,广东,住宅,电气（电线）,57067.92,1,4,00296
2012,1,17,1,6,150,5,5,,,,,油锅起火,广东省清远市英德市英城街道城南北门街一民宅,113.41081,24.186026,用火不慎,广东,住宅,用火不慎,57067.92,1,5,00297
2012,1,23,4,30,45,6.8,3,,,,,排插插头打火引燃可燃物所致,江西省抚州市南城县建昌镇孔家岭34号民房,116.584513,27.557387,电气（电线）,江西,住宅,电气（电线）,12948.88,19,3,00298
2012,2,6,19,14,500,47.5,3,,2,,,人为燃放烟花爆竹,北京市房山区城关街道南街村永安农副产品批发市场中心5号楼南侧水果摊区,115.990281,39.707433,用火不慎,北京,住宅,用火不慎,17879.4,13,5,00299
2012,2,21,2,20,30,5.9,4,,,,,人为纵火,湖南省长沙市天心区友谊村刘家冲北路84号一洗车店,112.998482,28.12184,人为,湖南,住宅,人为（纵火）,22154.23,10,4,00300
2012,3,11,2,55,40,4.6,4,,,,,消毒柜故障,福建省泉州南安市洪濑镇洪东社区洪南街3幢16号新一代童装店面,118.528445,25.079842,电气（电器）,福建,住宅,电气（电器）,19701.78,12,4,00301
2012,3,13,1,30,210,30,3,,,,,不能排除人为放火,广东省茂名高州市荷塘镇集镇广场南一西区4、5号万里车行,110.855889,21.908789,人为,广东,住宅,人为（纵火）,57067.92,1,3,00302
2012,3,21,5,24,800,452,3,,,,,燃油助力车的蓄电池电源连接线故障导致,广西壮族自治区南宁市虎邱城北钢材市场A15号仓库,108.317149,22.874782,电气（电器）,广西,住宅,电气（电动车）,13035.1,18,3,00303
2012,3,25,5,13,120,30.9,3,,,,,因电暖器使用不慎引燃沙发和棉被引发火灾,四川省乐山市市中区致江路236号嘉州花园小区8栋4单元3楼4号,103.772616,29.587424,用火不慎,四川,住宅,用火不慎,23872.8,8,3,00304
2012,3,27,22,10,560,11.33,6,,,,,电气线路短路,福建省宁德市霞浦县水门乡承天村对下自然村一民房,120.08326,26.972258,电气（电线）,福建,住宅,电气（电线）,19701.78,12,6,00305
2012,3,29,1,11,255,6.7,3,,,,,人为纵火,浙江省苍南县龙港镇李家洋村37-39号民房,120.5965,27.530747,人为,浙江,住宅,人为（纵火）,34665.33,4,3,00306
2012,4,1,15,21,,0.2,3,,,,,小孩玩火,广西壮族自治区贵港市平南县东华乡东平村一杂物房,110.550588,23.576183,小孩玩火,广西,住宅,小孩玩火,13035.1,18,3,00307
2012,4,6,16,25,,13.2,4,,10,,,小孩玩火,广东省潮州市枫溪区田头何村手表带加工厂,116.611684,23.637444,小孩玩火,广东,住宅,小孩玩火,57067.92,1,14,00308
2012,4,9,4,35,,4724,1,,,,,电缆短路,广东省东莞市中堂镇潢涌村建晖纸业有限公司,113.739733,23.124399,电气（电线）,广东,住宅,电气（电线）,57067.92,1,1,00309
2012,4,12,4,15,152,10,4,,3,,,使用蜡烛不当,江西省景德镇市新厂东路新厂街道曹家岭社区宁德公寓2栋3单元601室,117.258507,29.309268,用火不慎,江西,住宅,用火不慎,12948.88,19,7,00310
2012,4,15,1,24,,7.3,4,,1,,,电裁剪刀出现故障喷火所致,广东省汕头市潮南区司马浦镇华里西村一从事内衣加工的家庭作坊,116.365984,23.292928,电气（电器）,广东,公共,电气（电器）,57067.92,1,5,00311
2012,4,21,3,24,65,5,5,,,,,生活用火不慎,山东省青岛市市南区宁夏路156号田家花园9幢2单元601室,120.401234,36.089358,用火不慎,山东,住宅,用火不慎,50013.24,3,5,00312
2012,4,22,17,51,3.6,2363,1,,,,,生活用火不慎,新疆吐鲁番地区大河沿镇园艺场居民住宅,88.902154,43.154072,用火不慎,新疆,住宅,用火不慎,7505.31,25,1,00313
2012,4,24,2,41,60,80,3,,,,,电气故障,广西壮族自治区南宁市马山县乔利乡乔利村乔利街38号珍旺杂货店,108.118282,23.643125,电气（电线）,广西,公共,电气（电线）,13035.1,18,3,00314
2012,4,25,1,50,69,1.3,3,,,,,刀闸开关电气线路故障所致,辽宁省大连庄河市塔岭棒棰沟村东张屯一村民家,123.132751,40.0546,电气（电线）,辽宁,住宅,电气（电线）,24846.43,7,3,00315
2012,4,27,6,14,40,11.1,3,,,,,处于充电状态的电动自行车充电器电源线短路引燃周围可燃物所致,上海市浦东新区高行镇万安街19号的“山东水饺”门面房,121.618268,31.305545,电气（电器）,上海,公共,电气（电动车）,20181.72,11,3,00316
2012,4,28,5,1,90,12.4,4,,,,,电气线路短路,安徽省六安市霍邱县东湖路烈士陵园旁一楼房,116.29435,32.33654,电气（电线）,安徽,住宅,电气（电线）,17212.05,14,4,00317
2012,4,29,10,6,4675,1883,,,,,,因安装空调室外机支架电焊施工中作业不慎发生火灾,四川省宜宾市屏山县双兴建材城B栋,104.366092,28.826782,作业不慎,四川,公共,作业不慎,23872.8,8,0,00318
2012,5,6,1,33,8000,3750,,,,,,电气线路短路,内蒙古自治区通辽市金华商厦,122.260363,43.633756,电气（电线）,内蒙古,公共,电气（电线）,15880.58,15,0,00319
2012,5,10,2,40,,39.6,6,,,,,内的电动车充电过程中充电器输出线路短路引燃周围可燃物,云南省昆明市官渡区关上街道办事处双凤社区万德村3号商铺,102.73402,24.998439,电气（电器）,云南,公共,电气（电动车）,10309.47,24,6,00320
2012,5,16,8,20,1600,1543.7,,,,,,电气线路短路,四川省广元市老城区北街10号温州商场,105.819687,32.44104,电气（电线）,四川,公共,电气（电线）,23872.8,8,0,00321
2012,5,23,4,50,9.7,0.1,4,,2,,,刑事放火,内蒙古自治区包头市东河区巴彦塔拉大街德胜宫小区4号楼6单元一层楼梯间,110.024516,40.586762,人为,内蒙古,住宅,人为（纵火）,15880.58,15,6,00322
2012,6,8,3,10,3,0.0975,3,,,,,电气线路短路,安徽省阜阳市颍东区冉庙乡冉庙村前申庄一村民家,115.953507,33.073572,电气（电线）,安徽,住宅,电气（电线）,17212.05,14,3,00323
2012,6,23,4,8,72,2.98,3,,,,,电气线路短路,广东省潮州市饶平县新圩镇新楼村一居民住宅,116.797464,23.945273,电气（电线）,广东,住宅,电气（电线）,57067.92,1,3,00324
2012,6,25,2,54,70,16.2,3,,2,,,电气故障,广西壮族自治区贵港桂平市桂江东路尾大起水果批发市场旁一住宅,110.08051,23.371631,电气（电线）,广西,住宅,电气（电线）,13035.1,18,5,00325
2012,6,30,15,35,,2696.8,10,,16,,,电源线发生短路,天津市蓟县莱德商厦,117.426355,40.051025,电气（电线）,天津,公共,电气（电线）,12893.88,20,26,00758
2012,7,7,10,38,,,3,,2,,,人为纵火,黑龙江省哈尔滨市道里区松林街66号龙飞旅店,126.602615,45.751369,人为,黑龙江,公共,人为（纵火）,13691.58,17,5,00326
2012,7,13,2,24,,,3,,,,,电气线路故障发热,广东省汕头市龙湖区陈厝合联和街东和15巷1号一玩具加工作坊,116.747997,23.392157,电气（电线）,广东,工厂,电气（电线）,57067.92,1,3,00327
2012,7,15,5,,20,1,3,,,,,人为放火,重庆市奉节县康乐镇长沙村10组一村民家,109.449553,31.141205,人为,重庆,住宅,人为（纵火）,11409.6,23,3,00328
2012,7,27,5,7,133,2,4,,,,,电气线路短路,河南省许昌市长葛市石固镇南寨西街村一住宅,114.108116,34.225,电气（电线）,河南,住宅,电气（电线）,29599.31,5,4,00329
2012,8,3,3,28,907.4,0.15,4,,,,,不排除人为放火,广东省深圳市龙岗区南湾街道丹竹头社区盛宝路与宝冠路交叉口的南湾第五废品回收站,114.150338,22.636816,人为,广东,公共,人为（纵火）,57067.92,1,4,00330
2012,8,4,6,30,,0.5,4,,2,,,人为纵火,黑龙江省哈尔滨市呼兰区邮局1号家属楼1单元202室,126.787757,46.079315,人为,黑龙江,住宅,人为（纵火）,13691.58,17,6,00331
2012,8,9,1,20,480,85,3,,,,,不排除一层室内照明电气线路故障引燃周围可燃物引发火灾,海南省儋州市那大镇中兴大道新市民花园小区A11号居民住宅,109.552961,19.521278,电气（电线）,海南,住宅,电气（电线）,2855.54,28,3,00332
2012,8,13,3,14,80,23.5,3,,,,,电气设备故障,广东省广州市海珠区广州大道南后滘东大街6号一服装加工厂,113.318124,23.070712,电气（电器）,广东,工厂,电气（电器）,57067.92,1,3,00333
2012,8,23,1,13,90,34,3,,2,,,电气线路故障,广东省阳江市江城区二环路176号民房,111.983305,21.852735,电气（电线）,广东,住宅,电气（电线）,57067.92,1,5,00334
2012,8,27,10,5,35.5,0.5,3,,,,,人为纵火,湖南省邵阳市双清区工业街田江路4号市自来水公司办公楼六层,111.486567,27.253907,人为,湖南,公共,人为（纵火）,22154.23,10,3,00335
2012,9,15,20,,3,0.8,5,,4,,,原因不明,四川省宜宾市翠屏区象鼻街道古塔小区34栋1单元一层楼梯口,104.602537,28.806612,原因不明,四川,住宅,原因不明,23872.8,8,9,00336
2012,9,21,2,42,130,5.6,4,,,,,电动自行车充电器发生故障,浙江省三门县小雄镇山场村41号民房,121.488229,29.017744,电气（电器）,浙江,住宅,电气（电动车）,34665.33,4,4,00337
2012,10,4,3,7,40,0.598,3,,,,,电气线路短路,广东省汕头市潮阳区贵屿镇龙港村一村民自建简易平房,116.375352,23.306602,电气（电线）,广东,住宅,电气（电线）,57067.92,1,3,00338
2012,10,10,5,,,,13,,25,,,,陕西省西安市周至县王家河镇黄草坡村的中铁十八局引水工程6号勘探试验洞建设工地活动板房,108.169039,33.908972,原因不明,陕西,公共,,14453.68,16,38,00759
2012,10,20,1,28,,21,4,,,,,人为放火,福建省福州福清市玉屏街道官塘乾24-9号民房,119.39879,25.738022,人为,福建,住宅,人为（纵火）,19701.78,12,4,00339
2012,10,23,17,19,100,5.2,3,,,,,人为放火,浙江省东阳市六石街道振兴西路80号一栋五层砖混结构的居民住宅楼,120.33723,29.303194,人为,浙江,住宅,人为（纵火）,34665.33,4,3,00340
2012,10,24,3,39,26,0.55,4,,,,,不排除外来人员放火,湖北省仙桃市干河办事处一栋三层民房,113.433709,30.379473,人为,湖北,住宅,人为（纵火）,22250.45,9,4,00341
2012,10,28,1,10,280,6,3,,,,,人为放火,云南省楚雄州禄丰县黑井镇复隆村一村民家,101.752403,25.377162,人为,云南,住宅,人为（纵火）,10309.47,24,3,00342
2012,11,6,15,25,80,6.02,4,,,,,该料理店一层南侧用餐区1号餐桌燃气用具与液化石油气软管连接处发生泄漏，被店内电器具产生的电气火花引燃所致,新疆维吾尔自治区哈密市复兴路老坎儿串串香料理店,93.511619,42.847661,泄漏,新疆,公共,泄漏,7505.31,25,4,00343
2012,11,19,3,29,20,0.111,4,,,,,电动自行车蓄电池电源线短路引燃周围可燃物,广东省珠海市斗门区井岸镇五福村1号综合楼新青六路3号铺的芳杨日用品店（实际经营性质为早餐店）,113.304412,22.172406,电气（电器）,广东,公共,电气（电动车）,57067.92,1,4,00344
2012,12,2,2,30,92.8,10.2,5,,,,,不能排除电烤火炉长时间烘烤引燃周围可燃物,湖南省涟源市枫坪镇一住宅楼,111.778155,27.655612,用火不慎,湖南,住宅,用火不慎,22154.23,10,5,00345
2012,12,4,15,30,,2,14,,1,,,人为放火,广东省汕头市潮南区陈店镇一文胸加工作坊,116.332857,23.280017,人为,广东,工厂,人为（纵火）,57067.92,1,15,00760
2012,12,6,1,27,43.2,10.2,3,,2,,,因使用电烤炉烘烤挂面不慎引燃挂面及周围可燃物,四川省南充市营山县城南镇东市街8号楼第9号门市,106.577193,31.081385,用火不慎,四川,公共,用火不慎,23872.8,8,5,00346
2012,12,8,23,30,180,38.8,4,,,,,电动车电气线路故障引燃可燃物所致,江西省上饶市信州区五三大道延伸段香榭里舍21栋商住楼速派奇—轻骑电动车专卖店,117.988306,28.45855,电气（电器）,江西,公共,电气（电动车）,12948.88,19,4,00347
2012,12,11,3,23,200,6.4,3,,,,,电气线路故障,天津市西青区天祥工业园内的九策科技园民工宿舍第5栋108-1房间,117.204017,39.019468,电气（电线）,天津,住宅,电气（电线）,12893.88,20,3,00348
2012,12,20,1,10,30,1.1,3,,,,,电气故障,安徽省六安市舒城县张母桥镇长冲村一民房,116.709805,31.40917,电气（电线）,安徽,住宅,电气（电线）,17212.05,14,3,00349
2012,12,22,4,,5000,4432.5,3,,20,,,工头张某使用自制的金属电加热水盆长时间通电加热，导致盆中水被烧干后，炽热盆体引燃用于为混凝土保温的棉被而起火,陕西省延安市宝塔区国贸大厦,109.497247,36.601534,用火不慎,陕西,公共,用火不慎,14453.68,16,23,00350
2012,12,23,3,32,120,17.3,3,,,,,电源插头与插座接触不良发热引燃周边可燃物引起火灾,福建省泉州晋江市龙湖镇枫林村中兴街西路100号民宅,118.631099,24.668633,电气（电线）,福建,住宅,电气（电线）,19701.78,12,3,00351
